Insurance Internal ID,State,Payor,"Payor, State",Insurance Internal ID2,Service_Address,Entity,NPI of entity ,Entity Tin,Payor Type,Active Individual Enrollment ,Status of contracting team,Notes,Billing address , Company,Contract Effective Date,Date Submitted to Medallion,Date Updated,Is_non_BCBA_compliant,Regions,All regions 4 state ,Is License required?
258,WA,PacificSource - Voyager,"PacificSource - Voyager, WA",258,"720 SE 160th Ave Ste 103 #154, Vancouver, WA 98684-8912",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,2 LOBs ,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,9/1/2020,11/29/2024,,,,,
286,OR,United Behavioral Health,"United Behavioral Health, OR",286,"1675 S. W. Marlow Ave., Ste. 200, Portland, OR 97225-5102",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
267,WA,PNOA,"PNOA, WA",267,"720 SE 160th Ave Ste 103 #154, Vancouver, WA 98684-8912",Kadiant LLC,1811547052,833935694,Commercial,No,Complete,"Per Cred., no actions are carried out for this plan; Roster Submission only","850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,2/1/2021,11/29/2024,,,,,
197,PA,ComPsych,"ComPsych, PA",197,"201 Penn Center Boulevard, Suite 400, Pittsburgh, PA 15235",Attain ABA NE LLC,1710535752,842920357,Commercial,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/18/2024,11/29/2024,12/16/2024,,,,
205,PA,Geisinger,"Geisinger, PA",205,"1326 Chestnut Street, 3rd floor Philadelphia, PA 19107",Bright Beginnings Therapeutic Services LLC,1194212282,822318935,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,5/4/2020,11/29/2024,,,,,
205,PA,Geisinger,"Geisinger, PA",205,"4646 Umbria Street, Philadelphia PA 19127",Bright Beginnings Therapeutic Services LLC,1194212282,822318935,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,5/4/2020,11/29/2024,,,,,
205,PA,Geisinger,"Geisinger, PA",205,"201 Lackawanna Avenue, Suite 321 Scranton PA 18503",Bright Beginnings Therapeutic Services LLC,1194212282,822318935,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,5/4/2020,11/29/2024,,,,,
205,PA,Geisinger,"Geisinger, PA",205,"800 New Holland Avenue, Unit 208 Lancaster PA, 17606",Bright Beginnings Therapeutic Services LLC,1194212282,822318935,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,5/4/2020,11/29/2024,,,,,
205,PA,Geisinger,"Geisinger, PA",205,"201 Penn Center Boulevard, Suite 400, Pittsburgh, PA 15235",Bright Beginnings Therapeutic Services LLC,1194212282,822318935,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,5/4/2020,11/29/2024,,,,,
209,PA,Highmark BCBS,"Highmark BCBS, PA",209,"1326 Chestnut Street, 3rd floor Philadelphia, PA 19107",Bright Beginnings Therapeutic Services LLC,1194212282,822318935,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2019,11/29/2024,,,,,
209,PA,Highmark BCBS,"Highmark BCBS, PA",209,"201 Lackawanna Avenue, Suite 321 Scranton PA 18503",Bright Beginnings Therapeutic Services LLC,1194212282,822318935,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2019,11/29/2024,,,,,
209,PA,Highmark BCBS,"Highmark BCBS, PA",209,"800 New Holland Avenue, Unit 208 Lancaster PA, 17606",Bright Beginnings Therapeutic Services LLC,1194212282,822318935,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2019,11/29/2024,,,,,
209,PA,Highmark BCBS,"Highmark BCBS, PA",209,"4646 Umbria Street, Philadelphia PA 19127",Bright Beginnings Therapeutic Services LLC,1194212282,822318935,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2019,11/29/2024,,,,,
209,PA,Highmark BCBS,"Highmark BCBS, PA",209,"201 Penn Center Boulevard, Suite 400, Pittsburgh, PA 15235",Bright Beginnings Therapeutic Services LLC,1194212282,822318935,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2019,11/29/2024,,,,,
235,PA,Magellan MCD Pennsylvania,"Magellan MCD Pennsylvania, PA",235,"201 Penn Center Boulevard, Suite 400, Pittsburgh, PA 15235",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Managed Medicaid,No ,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,7/1/2021,11/29/2024,,,,,
235,PA,Magellan MCD Pennsylvania,"Magellan MCD Pennsylvania, PA",235,"1326 Chestnut Street, 3rd floor Philadelphia, PA 19107",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Managed Medicaid,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,7/1/2021,11/29/2024,,,,,
255,PA,PA Medicaid,"PA Medicaid, PA",255,"1326 Chestnut St, Philadelphia PA 19107-4525",Sunrise Therapy LLC,1427388610,271356178,Medicaid,yes,NEEDs review ,,"851 Towbin Avenue, Lakewood NJ 08701",Sunrise,#N/A,11/29/2024,,,,,
261,PA,Pennsylvania FFS,"Pennsylvania FFS, PA",261,"4646 Umbria Street, Philadelphia PA 19127",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Medicaid,LCSWs and exceptions,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,2/15/2021,11/29/2024,,,,,
261,PA,Pennsylvania FFS,"Pennsylvania FFS, PA",261,"201 Penn Center Boulevard, Suite 400, Pittsburgh, PA 15235",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Medicaid,LCSWs and exceptions,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,2/15/2021,11/29/2024,,,,,
261,PA,Pennsylvania FFS,"Pennsylvania FFS, PA",261,"800 New Holland Avenue, Unit 208 Lancaster PA, 17606",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Medicaid,LCSWs and exceptions,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,2/15/2021,11/29/2024,,,,,
261,PA,Pennsylvania FFS,"Pennsylvania FFS, PA",261,"1326 Chestnut Street, 3rd floor Philadelphia, PA 19107",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Medicaid,LCSWs and exceptions,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,2/15/2021,11/29/2024,,,,,
261,PA,Pennsylvania FFS,"Pennsylvania FFS, PA",261,"201 Lackawanna Avenue, Suite 321 Scranton PA 18503",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Medicaid,LCSWs and exceptions,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,2/15/2021,11/29/2024,,,,,
262,PA,PerformCare,"PerformCare, PA",262,"800 New Holland Avenue, Unit 208 Lancaster PA, 17606",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Managed Medicaid,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,2/25/2021,11/29/2024,,,,,
271,PA,Quest,"Quest, PA",271,"1326 Chestnut Street, 3rd floor Philadelphia, PA 19107",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,1/26/2024,11/29/2024,,,,,
271,PA,Quest,"Quest, PA",271,"201 Lackawanna Avenue, Suite 321 Scranton PA 18503",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,1/26/2024,11/29/2024,,,,,
271,PA,Quest,"Quest, PA",271,"4646 Umbria Street, Philadelphia PA 19127",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,1/26/2024,11/29/2024,,,,,
271,PA,Quest,"Quest, PA",271,"800 New Holland Avenue, Unit 208 Lancaster PA, 17606",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,1/26/2024,11/29/2024,,,,,
271,PA,Quest,"Quest, PA",271,"201 Penn Center Boulevard, Suite 400, Pittsburgh, PA 15235",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,1/26/2024,11/29/2024,,,,,
291,PA,United Healthcare (Optum),"United Healthcare (Optum), PA",291,"4646 Umbria Street, Philadelphia PA 19127",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/23/2021,11/29/2024,,,,,
291,PA,United Healthcare (Optum),"United Healthcare (Optum), PA",291,"201 Lackawanna Avenue, Suite 321 Scranton PA 18503",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/23/2021,11/29/2024,,,,,
291,PA,United Healthcare (Optum),"United Healthcare (Optum), PA",291,"1326 Chestnut Street, 3rd floor Philadelphia, PA 19107",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/23/2021,11/29/2024,,,,,
291,PA,United Healthcare (Optum),"United Healthcare (Optum), PA",291,"800 New Holland Avenue, Unit 208 Lancaster PA, 17606",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/23/2021,11/29/2024,,,,,
291,PA,United Healthcare (Optum),"United Healthcare (Optum), PA",291,"201 Penn Center Boulevard, Suite 400, Pittsburgh, PA 15235",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/23/2021,11/29/2024,,,,,
297,PA,UPMC,"UPMC, PA",297,"201 Penn Center Boulevard, Suite 400, Pittsburgh, PA 15235",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Commercial,No - VIA Group ,F/U ,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,6/14/2021,11/29/2024,,,,,
297,PA,UPMC,"UPMC, PA",297,"201 Lackawanna Avenue, Suite 321 Scranton PA 18503",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Commercial,No - VIA Group ,F/U ,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,6/14/2021,11/29/2024,,,,,
297,PA,UPMC,"UPMC, PA",297,"800 New Holland Avenue, Unit 208 Lancaster PA, 17606",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Commercial,No - VIA Group ,F/U ,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,6/14/2021,11/29/2024,,,,,
297,PA,UPMC,"UPMC, PA",297,"1326 Chestnut Street, 3rd floor Philadelphia, PA 19107",Bright Beginnings Therapeutic Services LLC DBA Attain ABA,1194212282,822318935,Commercial,No - VIA Group ,F/U ,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,6/14/2021,11/29/2024,,,,,
188,TX,Community First Health Plans MCD,"Community First Health Plans MCD, TX",188,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/27/2022,11/29/2024,,,,,
190,TX,Community Health Choice,"Community Health Choice, TX",190,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/21/2022,11/29/2024,,,,,
189,TX,Community Health Choice MCD,"Community Health Choice MCD, TX",189,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/21/2022,11/29/2024,,,,,
202,TX,Cook Children's Health Plan,"Cook Children's Health Plan, TX",202,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/1/2022,11/29/2024,,,,,
203,TX,El Paso Health,"El Paso Health, TX",203,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,6/1/2022,11/29/2024,,,,,
245,TX,Molina Healthcare,"Molina Healthcare, TX",245,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,1/0/1900,11/29/2024,,,,,
259,TX,Parkland Community Health Plan,"Parkland Community Health Plan, TX",259,"325 N. St. Paul Street, Suite 3100, Dallas, TX 75201",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/1/2022,11/29/2024,,,,,
259,TX,Parkland Community Health Plan,"Parkland Community Health Plan, TX",259,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/1/2022,11/29/2024,,,,,
275,TX,Scott and White Health Plans SWHP,"Scott and White Health Plans SWHP, TX",275,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/1/2023,11/29/2024,,,,,
277,TX,Superior Health Plan MCD,"Superior Health Plan MCD, TX",277,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,7/1/2022,11/29/2024,,,,,
278,TX,Superior Health Plans,"Superior Health Plans, TX",278,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,7/1/2022,11/29/2024,,,,,
279,TX,Texas Children's Health Plan,"Texas Children's Health Plan, TX",279,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,12/1/2022,11/29/2024,,,,,
280,TX,TX MA,"TX MA, TX",280,"325 N. St. Paul Street, Suite 3100, Dallas, TX 75201",Attain ABA MW LLC,1073124897,842938165,Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,8/10/2022,11/29/2024,,,,,
280,TX,TX MA,"TX MA, TX",280,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,8/10/2022,11/29/2024,,,,,
287,TX,United Behavioral Health,"United Behavioral Health, TX",287,"325 N. St. Paul Street, Suite 3100, Dallas, TX 75201",Attain ABA MW LLC,1073124897,842938165,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,,11/29/2024,11/27/2024,,,,
287,TX,United Behavioral Health,"United Behavioral Health, TX",287,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,,11/29/2024,11/27/2024,,,,
296,UT,University of Utah Health Insurance Plan,"University of Utah Health Insurance Plan, UT",296,"222 S. Main Street, 5th Floor, Salt Lake City, UT 84101",Attain ABA West LLC,1598313991,842877445,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,8/15/2022,11/29/2024,,,,,
298,UT,Utah Medicaid,"Utah Medicaid, UT",298,"222 S. Main Street, 5th Floor, Salt Lake City, UT 84101",Attain ABA West LLC,1598313991,842877445,Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,3/8/2022,11/29/2024,,,,,
174,VA,Cigna,"Cigna, VA",174,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,ID 5792180,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/9/2020,11/29/2024,,,,,
199,VA,ComPsych,"ComPsych, VA",199,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Commercial,No,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/18/2024,11/29/2024,,,,,
231,VA,Kaiser Permanente,"Kaiser Permanente, VA",231,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2020,11/29/2024,,,,,
232,VA,Kaiser- Virginia Premier,"Kaiser- Virginia Premier, VA",232,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,"Same as Kaiser Commercial app adding MCD LOB, Provider needs to have DMAS enrollment for the app to process. ","850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2020,11/29/2024,,,,,
247,VA,Molina Healthcare of Virginia,"Molina Healthcare of Virginia, VA",247,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,1/1/2022,11/29/2024,,,,,
276,VA,Sentara (Optima),"Sentara (Optima), VA",276,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/1/2024,11/29/2024,,,,,
304,VA,Sentara (Optima) MCD,"Sentara (Optima) MCD, VA",304,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,9/21/2020,11/29/2024,,,,,
292,VA,United Healthcare (Optum),"United Healthcare (Optum), VA",292,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/23/2021,11/29/2024,,,,,
295,VA,United Healthcare Community Plan,"United Healthcare Community Plan, VA",295,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Managed Medicaid,Yes,Complete,Application is done through Provider Express with Commerial,"850 Towbin Avenue, Lakewood NJ 08701",Attain,4/23/2021,11/29/2024,,,,,
299,VA,VA FFS Medicaid ,"VA FFS Medicaid , VA",299,"8000 Towers Crescent Drive, 13th Floor, Vienna, Virginia, 22182",Attain ABA NE LLC,1710535752,842920357,Medicaid ,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,1/9/2023,11/29/2024,,,,,
269,WA,Providence Health,"Providence Health, WA",269,"720 SE 160th Ave Ste 103 #154, Vancouver, WA 98684-8912",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete, ,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,N/A,11/29/2024,,,,,
273,WA,Regence ,"Regence , WA",273,"720 SE 160th Ave Ste 103 #154, Vancouver, WA 98684-8912",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,6/1/2021,11/29/2024,,,,,
288,WA,United Behavioral Health,"United Behavioral Health, WA",288,"720 SE 160th Ave Ste 103 #154, Vancouver, WA 98684-8912",Kadiant LLC,1811547052,833935694,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,7/14/2020,11/29/2024,,,,,
301,WA,WA Healthcare Authority,"WA Healthcare Authority, WA",301,"720 SE 160th Ave Ste 103 #154, Vancouver, WA 98684-8912",Kadiant LLC,1811547052,833935694,Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Kadiant ,11/16/2024,11/29/2024,11/27/2024,,,,
294,TX,United Healthcare Community Plan,"United Healthcare Community Plan, TX",294,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,10/6/2023,11/29/2024,,,,,
303,TX,WellPoint,"WellPoint, TX",303,"2500 Wilcrest Drive, Suite 300, Houston, TX 77042",Attain ABA MW LLC,1073124897,842938165,Managed Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,5/4/2022,11/29/2024,,,,,
222,IL ,Illinois Medicaid ,"Illinois Medicaid , IL ",222,"875 North Michigan Avenue, 31st Floor, Chicago IL 60611",Attain ABA IL LLC,1235982257,991305271,Medicaid,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,,11/29/2024,11/27/2024,,,,
274,UT,Regence BCBS of Utah,"Regence BCBS of Utah, UT",274,"222 S. Main Street, 5th Floor, Salt Lake City, UT 84101",Attain ABA West LLC,1598313991,842877445,Commercial,Yes,Complete,,"850 Towbin Avenue, Lakewood NJ 08701",Attain,12/1/2024,,12/4/2024,,,,
302,NC,WellCare,"WellCare, NC",302,"9121 Anson Way, Suite 200 Raleigh NC 27615",Attain ABA NC LLC,1104683804,991164595,Managed Medicaid,needs clarification ,F/U,Do they pull from state?,"850 Towbin Avenue, Lakewood NJ 08701",Attain,8/15/2024,11/29/2024,,,,,
